avg_air_temperature,max_air_temperature,min_air_temperature,humidity,wind_speed,pressure,cloud_coverage,ground_deformation,gas_emission,seismic_activity,historical_index,event_duration_days,uv_index,drought_index,snowfall,rainfall,runoff_speed,local_topography,storm_surge_height,urban_heat_island_index,polar_intrusion_index,ville
27.45071229516849,22.92603548243223,21.476885381006923,24.041677639819287,52.84544784612038,1017.185619383002,70.80725777960456,0.1029224714790122,484.9549260809972,8.324426408004218,0.2123391106782761,28,2.7510676478015075,0.3042422429595377,52.475643163223786,86.38900372842315,14.561457009902096,0.6118528947223795,1.3949386065204183,0.2921446485352181,0.3663618432936917,Bafoussam
35.157729272097896,46.98473153382331,12.742236995134643,27.970640394252374,68.39232046556688,1018.913495328194,4.645041271999773,3.037724259507192,85.26206184364577,0.6505159298527952,0.9488855372533332,28,8.44932326768309,0.3854165025399161,1.5966252220214194,46.1787651244298,12.051273301300586,0.6832635188254582,6.099966577826209,0.8331949117361643,0.173364653507772,Ebolowa
2.102626557663616,18.86422147414103,10.53258529026854,28.714749658136995,52.863624492828095,1006.0780142273871,84.22847745949986,2.248770666848828,197.5751180009072,9.26658865793794,0.7272719958564209,15,1.3273875307787923,0.1959828624191452,4.522728891053807,65.06606615265287,19.4338644844741,0.2713490317738959,8.287375091519294,0.3567533266935893,0.2809345096873807,Douala
20.999859177629364,8.041715429776495,16.34428882628022,82.19772826786357,19.84616999541062,1022.1751443326132,0.5522117123602399,4.0773071422741705,353.42867192380857,7.2900716804098735,0.7712703466859457,5,13.894513177700237,0.6510770255019445,91.49596755437808,170.00771555795987,22.47253370691017,0.0954101164904113,3.708182521982664,0.6688412526636073,0.6659223566174967,Garoua
-3.61232930416082,34.569294148373345,-5.444230218199149,97.45408858501932,46.04221329295395,1020.0169212989472,23.598491974895573,1.2803416138066197,20.216794769215674,7.106628896857874,0.1108908208118313,28,1.6183714048995668,0.0314291856867342,63.64104112637804,62.871196215265336,25.42853455823514,0.907566473926093,2.4929222914887497,0.4103829230356297,0.7555511385430487,Bertoua
31.041835260038862,12.872595956602186,9.982429564154636,93.67278871083158,37.52172497287208,1030.3727997939804,87.14605901877177,4.018360384495573,93.28502944301792,8.925589984899778,0.5393422419156507,26,1.8313193205101004,0.3562978380769749,90.6828441545754,54.426449876927066,32.38450602706811,0.0005203769953158,3.5256885633416903,0.304781258158029,0.1646558531429417,Douala
0.3507396918128869,69.15495124721926,4.037342047186446,31.971297002299675,43.72326482889018,1005.7531598187306,55.81020020173412,2.019180855290204,32.44612355449078,2.539154139343447,0.2468760628386012,7,7.458727588385781,0.3008783098167696,28.48404943774676,7.377389470906559,30.47821669899484,0.5026790232288615,0.5147875124998935,0.2786464642366114,0.9082658859666536,Bafoussam
11.452574774023946,16.379361885799007,10.785017796601164,54.05074842498067,47.14234221772531,1024.2789954903017,23.763754399239968,3.641081743059298,183.8915663596266,6.3230583059357945,0.6335297107608947,11,12.246478098290758,0.7983451249845511,15.071754396542946,101.63975534814374,34.79064033954409,0.8583588048137198,3.2595890520188475,0.2202410475655483,0.7111495324380178,Maroua
11.957598497314669,41.44793284742324,19.280128409894274,85.39390953165952,-7.0454829760139575,1030.5381147042892,20.907162073771367,2.707239869137829,347.8921996725411,2.285500217972997,0.1749549270959361,16,8.328012173991935,0.5296505783560065,24.18522909004517,18.620553561179843,44.860787897666334,0.9004180571633305,6.33101457273268,0.3390297910487007,0.3492095746126609,Yaoundé
33.0997545363414,32.829123484253465,17.96984673233186,89.83777818386056,39.26461268266718,1031.2560619547016,8.413996499504883,0.8081435704730688,449.2770942635396,6.0642905965959,0.0091970516166296,25,9.952526536620836,0.0050615838462186,16.080805141749867,109.74675787331722,34.59475988463466,0.6519612595026005,2.242693094605598,0.7121792213475359,0.2372490874968,Bamenda
37.378933685111065,12.689765224724344,24.633761292443214,69.18516030703091,36.19171390404748,999.9853836503094,36.77158030594335,1.3260118384086272,121.9948216895418,9.730105547524456,0.3930977246667604,22,13.59148181577831,0.4343943655104286,35.00784076946757,129.02067240611296,33.44620298315498,0.8641675650719031,2.3018526824155527,0.4991933798847523,0.5720041992091831,Kumba
22.18792778642464,24.826250203270096,16.905987051145228,35.16043076170827,34.90835079548799,1020.598629525088,95.30718470239532,1.6537515233525686,276.38248341774494,5.722924691708383,0.9803315837160456,20,4.416733381043786,0.3850977286019252,85.11366715168569,63.384401031255535,8.474637334304624,0.5568012624583502,9.36154774160781,0.696029796674973,0.570061170089365,Douala
23.46430584417699,12.865946629144585,25.57423508862376,76.6691755978784,30.77041289219453,1029.2457686476291,35.94911512197552,1.4679592213224668,404.6805777392568,8.101133946791808,0.8670723185801037,13,1.2239127060036052,0.0051848627739867,62.78944149486361,38.85479070240845,3.5470458499963837,0.3967838272138884,0.5076853103939694,0.8866171489506599,0.0276167718737047,Ngaoundéré
